iter	Logloss
120	0.0744047588
121	0.0741814211
122	0.07403359421
123	0.07358753522
124	0.07309398294
125	0.07270085083
126	0.07234471411
127	0.07202472849
128	0.07174848819
129	0.07138298768
130	0.07113221299
131	0.07080269318
132	0.07021237403
133	0.06994661209
134	0.06976723286
135	0.06939446205
136	0.0691095096
137	0.06892820451
138	0.06861624726
139	0.06839230214
140	0.06812290687
141	0.06781999842
142	0.0673534406
143	0.06702923808
144	0.06680746608
145	0.06630863872
146	0.06608108131
147	0.06585551899
148	0.06537368588
149	0.06507227897
150	0.06483795662
151	0.06460467255
152	0.06434999772
153	0.06414970739
154	0.06372230637
155	0.06356660628
156	0.0633131439
157	0.06312739187
158	0.06293957137
159	0.06261376273
160	0.06246228225
161	0.06231182258
162	0.06202316324
163	0.06162827833
164	0.06141451206
165	0.06110398083
166	0.0608454731
167	0.060540877
168	0.06028286601
169	0.05993214134
170	0.05969870062
171	0.05931752785
172	0.05913651483
173	0.05893266044
174	0.05869483967
175	0.05846730529
176	0.05818304042
177	0.05793914679
178	0.05768931367
179	0.05753996668
180	0.05728887038
181	0.05706711484
182	0.05693059232
183	0.05680517876
184	0.0565887468
185	0.05650149877
186	0.05631303758
187	0.05611593272
188	0.05586238194
189	0.0555492736
190	0.05535767273
191	0.05515696226
192	0.05493967853
193	0.0547498972
194	0.05453208057
195	0.05442327348
196	0.05424157129
197	0.05397712905
198	0.05380324309
199	0.05365709594
200	0.0534488933
201	0.05331579083
202	0.0531900434
203	0.05297111984
204	0.05280081855
205	0.05262044837
206	0.05254613592
207	0.05242840359
208	0.05209210046
209	0.05177200629
210	0.05167684359
211	0.05151317139
212	0.05133930475
213	0.0511524897
214	0.0510114937
215	0.05074687712
216	0.05059654127
217	0.05041952259
218	0.05027456308
219	0.05017888646
220	0.05002414181
221	0.04983853985
222	0.04966021961
223	0.04948997864
224	0.04938608003
225	0.04923890768
226	0.04909340397
227	0.04901747263
228	0.04879680703
229	0.04857580105
230	0.04850643193
231	0.04840013833
232	0.04831614445
233	0.04815367053
234	0.04794826259
235	0.04782762118
236	0.04766619335
237	0.04752413989
238	0.04746665201
239	0.04733501065
240	0.04728840875
241	0.04708029561
242	0.0469591109
243	0.04682727006
244	0.04670154223
245	0.04659621863
246	0.04627872557
247	0.04620592495
248	0.04607010178
249	0.04591497565
250	0.0458270161
251	0.04571881542
252	0.04562038881
253	0.04550103759
254	0.0452761796
255	0.04508066629
256	0.04494648844
257	0.0447419915
258	0.04461020697
259	0.04453246061
260	0.0443504516
261	0.04429305823
262	0.04416314782
263	0.0439785823
264	0.04389600539
265	0.04379879343
266	0.04358563601
267	0.04344647223
268	0.04332299352
269	0.04323064854
270	0.04308423525
271	0.0430276646
272	0.04291203597
273	0.04280393477
274	0.04277580247
275	0.04266611151
276	0.04257914912
277	0.04246036178
278	0.04235591521
279	0.04222604022
280	0.04217284049
281	0.04206179981
282	0.04195101664
283	0.04192860767
284	0.04162597662
285	0.04158928166
286	0.04155554594
287	0.04146640544
288	0.04140764679
289	0.04137400538
290	0.04127303135
291	0.04113328744
292	0.04098932088
293	0.04088204554
294	0.04070530466
295	0.04068151679
296	0.04055118661
297	0.04029872287
298	0.04016855336
299	0.04012740152
300	0.04003414974
301	0.0400159323
302	0.03976501566
303	0.03970624666
304	0.03954473859
305	0.03948644226
306	0.0393465075
307	0.0391389215
308	0.03909176098
309	0.0390151288
310	0.0389727596
311	0.03888987572
312	0.03882904734
313	0.03872461189
314	0.03860343151
315	0.0384999971
316	0.03838721431
317	0.03830180676
318	0.03820379349
319	0.03810287513
320	0.03798173132
321	0.03781672547
322	0.03775548339
323	0.03771498811
324	0.03764393551
325	0.03754389632
326	0.03750411777
327	0.03737717757
328	0.03731669186
329	0.0372991521
330	0.03719767774
331	0.03713953828
332	0.03711565993
333	0.03700147123
334	0.03694011112
335	0.03684614685
336	0.03673895063
337	0.0366320424
338	0.03654035689
339	0.03652119407
340	0.03642740025
341	0.03636674375
342	0.03631784982
343	0.03628717256
344	0.03613550748
345	0.03606297947
346	0.03597406081
347	0.03580924511
348	0.03577845649
349	0.03559729745
350	0.03555028462
351	0.03552403515
352	0.03544432817
353	0.03538277168
354	0.03523583775
355	0.03505385487
356	0.03502607024
357	0.03495603813
358	0.03492768671
359	0.03486258074
360	0.03478876834
361	0.03475859
362	0.03474150232
363	0.03465685486
364	0.03447288334
365	0.03445302852
366	0.03435991674
367	0.03431268444
368	0.03426406388
369	0.03411696279
370	0.03410333784
371	0.03399890632
372	0.03395262182
373	0.03393544173
374	0.03376598987
375	0.03371700196
376	0.033696803
377	0.03362786891
378	0.03360803794
379	0.03350768485
380	0.03341856796
381	0.03331311114
382	0.0332578093
383	0.03320824256
384	0.03311991499
385	0.03307816905
386	0.03306376496
387	0.03301784165
388	0.03295182861
389	0.03293234838
390	0.03288100846
391	0.03286289684
392	0.03283620195
393	0.0327802838
394	0.03276268336
395	0.03275127353
396	0.03268331116
397	0.03263375903
398	0.03261162975
399	0.03259013586
400	0.0325168404
401	0.03249530148
402	0.03240354522
403	0.03237591477
404	0.03227933993
405	0.03219001418
406	0.03208924659
407	0.03207637539
408	0.03205145991
409	0.03197926522
410	0.03191556208
411	0.03185422739
412	0.03181179689
413	0.03163290877
414	0.03159287602
415	0.03157933076
416	0.03153368154
417	0.03148115376
418	0.03146701953
419	0.03135076565
420	0.031287573
421	0.03126466279
422	0.03117679102
423	0.03116052381
424	0.03113516303
425	0.03111260644
426	0.03105862459
427	0.03104248965
428	0.03091953376
429	0.0309027789
430	0.030857522
431	0.03084135317
432	0.03074663944
433	0.0307177269
434	0.03064082382
435	0.03061756715
436	0.03058777915
437	0.03054850104
438	0.0304880479
439	0.0304452482
440	0.03042898634
441	0.03039167362
442	0.03036782468
443	0.0303214299
444	0.03025976245
445	0.03024391884
446	0.03022183839
447	0.03020634056
448	0.03006962693
449	0.03003879082
450	0.0300226548
451	0.02997097408
452	0.02992134913
453	0.02989626344
454	0.02985316637
455	0.02983525497
456	0.02975214008
457	0.02972465968
458	0.02966439066
459	0.02957076853
460	0.02955214383
461	0.02946154418
462	0.02939508271
463	0.02937703983
464	0.02935678284
465	0.02930963717
466	0.02929630703
467	0.02927662236
468	0.02914480542
469	0.02912789442
470	0.02907237463
471	0.02901512201
472	0.02897598593
473	0.02896177819
474	0.02891202209
475	0.02887382006
476	0.0288557656
477	0.02871678442
478	0.02866448922
479	0.02865285319
480	0.02859785553
481	0.02857683969
482	0.02851706221
483	0.0284896685
484	0.02843832631
485	0.02842494698
486	0.02839680309
487	0.02835967183
488	0.02832672948
489	0.02827606186
490	0.02815846637
491	0.02814426945
492	0.02809351171
493	0.02802905092
494	0.02796861465
495	0.02789983322
496	0.0276962409
497	0.02761281461
498	0.02759548229
499	0.02754249334
500	0.02753181514
501	0.02749394981
502	0.02747980121
503	0.02738791061
504	0.02730107264
505	0.02728405314
506	0.02723570192
507	0.02717842116
508	0.02715198283
509	0.02711357006
510	0.02707926464
511	0.02702714718
512	0.02700286593
513	0.02699050126
514	0.02694935558
515	0.02691461549
516	0.02689171674
517	0.02687579502
518	0.02686113205
519	0.02682290494
520	0.02673350773
521	0.02666299834
522	0.02665033774
523	0.02663182428
524	0.02657676123
525	0.0265313316
526	0.02648087955
527	0.02640805955
528	0.02638162946
529	0.02636887771
530	0.02633324527
531	0.02629795403
532	0.02628563976
533	0.02619763007
534	0.02618735698
535	0.02616113313
536	0.02609632694
537	0.02605412131
538	0.02602063032
539	0.02595186507
540	0.02589948202
541	0.02587119432
542	0.02581648447
543	0.02580637436
544	0.02576587062
545	0.02575078463
546	0.02573299694
547	0.0256943115
548	0.02566833611
549	0.02562006495
550	0.02558088907
551	0.02553882768
552	0.02550734091
553	0.02549105289
554	0.0254441017
555	0.02539092956
556	0.02538155035
557	0.02536604402
558	0.02525760462
559	0.02522946316
560	0.02520415802
561	0.02516512726
562	0.02514189756
563	0.02511123863
564	0.02509353583
565	0.02508354373
566	0.02504385146
567	0.02502420433
568	0.02501369915
569	0.02498459423
570	0.02497507874
571	0.02494309689
572	0.02492797972
573	0.02489572645
574	0.02478674295
575	0.0247775378
576	0.02472546118
577	0.02471758142
578	0.02468452055
579	0.02464805632
580	0.02463674807
581	0.02457166432
582	0.02449317285
583	0.02447777338
584	0.02444875027
585	0.02440549777
586	0.02438780638
587	0.02437516377
588	0.02433793127
589	0.02428824534
590	0.02426255797
591	0.0242129578
592	0.02418898458
593	0.02409679333
594	0.02394191775
595	0.0239057919
596	0.02386310999
597	0.02385219656
598	0.02381780055
599	0.0237995058
600	0.02375954211
601	0.02371926536
602	0.02368113769
603	0.02367371502
604	0.02366025055
605	0.02364763883
606	0.02357190405
607	0.02353106636
608	0.02350278946
609	0.02345315184
610	0.02341747471
611	0.0234004035
612	0.02339227808
613	0.02337403048
614	0.02336848636
615	0.02334464913
616	0.02328206974
617	0.02326650886
618	0.02321396881
619	0.02316465418
620	0.02307462873
621	0.02306493836
622	0.02305734378
623	0.02303520663
624	0.02302281678
625	0.0229673151
626	0.02295038593
627	0.02291832298
628	0.02290849946
629	0.02289262685
630	0.02284349278
631	0.02280021782
632	0.02276718477
633	0.02275969754
634	0.0227544577
635	0.02274181259
636	0.02272026518
637	0.02266037123
638	0.0226399246
639	0.0225972339
640	0.02258614641
641	0.02257501822
642	0.02256274697
643	0.02255032611
644	0.02253791902
645	0.02249327303
646	0.02245633797
647	0.02244597462
648	0.02241310759
649	0.02237011597
650	0.02236112001
651	0.0223296778
652	0.02232446326
653	0.02231371347
654	0.02223004811
655	0.02221934967
656	0.02219824596
657	0.02218863181
658	0.02217433125
659	0.02214686198
660	0.0221350888
661	0.02212079091
662	0.0220857723
663	0.02207324635
664	0.02203018387
665	0.02199822794
666	0.02198846899
667	0.02195596647
668	0.02194512444
669	0.02191688991
670	0.02182854025
671	0.02181013149
672	0.02179378662
673	0.02178425258
674	0.0217515844
675	0.02172420423
676	0.02168660067
677	0.02164937433
678	0.02164348316
679	0.02163549037
680	0.02160489289
681	0.02158185249
682	0.02156674188
683	0.02153487467
684	0.0215234374
685	0.02149972086
686	0.02148978159
687	0.02137341103
688	0.02134748148
689	0.02129827979
690	0.02129207961
691	0.02127811448
692	0.0212355985
693	0.02117236158
694	0.0211563948
695	0.02111515494
696	0.02109114176
697	0.02105645807
698	0.02104583512
699	0.02103246026
700	0.02102258614
701	0.02099541838
702	0.02097211386
703	0.02090023163
704	0.02089412116
705	0.02088293569
706	0.02085289061
707	0.02083926507
708	0.02083177683
709	0.02082002607
710	0.02077572997
711	0.02068616666
712	0.02066617555
713	0.02060587326
714	0.02059921629
715	0.02057767161
716	0.02053530158
717	0.02051526167
718	0.02050695035
719	0.02049170436
720	0.02045822195
721	0.02044972592
722	0.02043688668
723	0.02037747811
724	0.02037080487
725	0.02033788622
726	0.02028955817
727	0.02023254747
728	0.02022557623
729	0.02021617179
730	0.02015353656
731	0.02014778881
732	0.02012822747
733	0.02011899941
734	0.02009212342
735	0.02008416964
736	0.02006594096
737	0.02002670105
738	0.02001916627
739	0.01999990747
740	0.019993582
741	0.01997922201
742	0.01997161804
743	0.0199373822
744	0.01992678666
745	0.01991908059
746	0.01989127452
747	0.01985400606
748	0.01982887314
749	0.01980257541
750	0.01977625182
751	0.01976043231
752	0.01965954422
753	0.01965686511
754	0.01962385421
755	0.0195935091
756	0.01958809697
757	0.01957740778
758	0.0195361148
759	0.01952569291
760	0.0195172593
761	0.01948410333
762	0.01948058884
763	0.0194720724
764	0.01946626909
765	0.01945224659
766	0.01938706296
767	0.01937429521
768	0.01933795619
769	0.01929006595
770	0.01924466523
771	0.01923579427
772	0.01919925012
773	0.01913802591
774	0.01913139165
775	0.0191162664
776	0.01910581729
777	0.01908111618
778	0.0190761507
779	0.01905988827
780	0.01905079528
781	0.01904738428
782	0.01903775787
783	0.01900688615
784	0.0190003022
785	0.01899444356
786	0.01897996874
787	0.01894173017
788	0.01891746823
789	0.01890888524
790	0.01888466883
791	0.01887895836
792	0.01886472353
793	0.01881862552
794	0.01879013635
795	0.01875931913
796	0.01875429937
797	0.01872047214
798	0.01871011593
799	0.01869299883
800	0.0186765468
801	0.01865092049
802	0.0186378588
803	0.01863389458
804	0.01861154932
805	0.01860337568
806	0.01859916724
807	0.01858733523
808	0.01856328342
809	0.0185457112
810	0.01852090353
811	0.01848186814
812	0.018460983
813	0.01843886521
814	0.01843152323
815	0.01842736171
816	0.0183572557
817	0.01833242058
818	0.01832700073
819	0.01827500556
820	0.01827002677
821	0.01825819684
822	0.01824040321
823	0.01823777129
824	0.01823099462
825	0.0182236001
826	0.01821494246
827	0.01819001294
828	0.01816653364
829	0.01815463411
830	0.0181453469
831	0.01808765175
832	0.01808349817
833	0.01807296546
834	0.01806642821
835	0.01806410475
836	0.01805381785
837	0.01804289697
838	0.01801393126
839	0.01798597377
840	0.01796436852
841	0.01793426638
842	0.01790484111
843	0.01788605873
844	0.01784593984
845	0.01783986343
846	0.0178261196
847	0.01774845339
848	0.01774218237
849	0.01771467924
850	0.017656101
851	0.01762837491
852	0.01758808762
853	0.01758225529
854	0.01756903262
855	0.01756193327
856	0.01755539843
857	0.01754159375
858	0.01751361281
859	0.0175048482
860	0.01749889024
861	0.01748930052
862	0.01745153664
863	0.0174420992
864	0.01743014867
865	0.01739531303
866	0.01737467007
867	0.01736140752
868	0.01734986772
869	0.01734447281
870	0.01732698578
871	0.01729755241
872	0.01726391131
873	0.01725318182
874	0.01723907639
875	0.01722884232
876	0.01722221409
877	0.01719856196
878	0.01718042001
879	0.0171667716
880	0.01716208368
881	0.01715540219
882	0.01714607272
883	0.01713700667
884	0.01711694812
885	0.01710602538
886	0.0170428228
887	0.01703902145
888	0.01702685482
889	0.01701447581
890	0.01700727668
891	0.01697053433
892	0.01694723254
893	0.01694528714
894	0.01692218339
895	0.01691823784
896	0.0169075261
897	0.01689180656
898	0.01688370802
899	0.0168666077
900	0.01683757722
901	0.01682379113
902	0.01680920877
903	0.01679466426
904	0.01679092995
905	0.0167842081
906	0.01678044419
907	0.0167596015
908	0.01675267949
909	0.01671484604
910	0.01670274487
911	0.0166876617
912	0.01666832377
913	0.01666470424
914	0.01662539193
915	0.01660172111
916	0.01658947604
917	0.01658569992
918	0.01657887555
919	0.01655294074
920	0.01649893962
921	0.01649207086
922	0.01648631281
923	0.01646883802
924	0.01643285647
925	0.01642723998
926	0.01642477519
927	0.01639318129
928	0.01634063682
929	0.01633208159
930	0.01627531163
931	0.01625721235
932	0.01624674848
933	0.01623843745
934	0.01623316762
935	0.01622656184
936	0.01619410855
937	0.01616914845
938	0.01616181346
939	0.01614156881
940	0.0160953636
941	0.01601110774
942	0.01599891162
943	0.01599273387
944	0.01598888088
945	0.01596489009
946	0.01595080725
947	0.01594476847
948	0.01592629162
949	0.01592191844
950	0.01589856789
951	0.01587813898
952	0.01587491157
953	0.01587118399
954	0.01586835045
955	0.01586096627
956	0.01584604892
957	0.01583568209
958	0.01582052753
959	0.01579641071
960	0.01579261885
961	0.01578344436
962	0.01577358639
963	0.01575287178
964	0.01573808377
965	0.01568522558
966	0.01566068896
967	0.01565037309
968	0.01564188695
969	0.01562190908
970	0.01560530978
971	0.01558125535
972	0.01557555288
973	0.01557184739
974	0.0155530701
975	0.01554700378
976	0.01552707725
977	0.01546935785
978	0.01545543809
979	0.01542382992
980	0.01542074136
981	0.01537726193
982	0.01537267099
983	0.01536620011
984	0.01533940145
985	0.01531668629
986	0.01530232697
987	0.01528112768
988	0.01525541785
989	0.01523728801
990	0.01522963287
991	0.01521593369
992	0.01520667248
993	0.01518811673
994	0.0151775124
995	0.01517392924
996	0.01515029768
997	0.01512878853
998	0.01511667693
999	0.01509545628
